Gene ID	Gene-level statistic	Sign (FC direction)	In gene-sets
TMTC1	0.106915327990375	-1	14
TMTC2	0.751271635602661	1	16
TMTC3	0.0394075467531908	-1	33
TMTC4	0.149976141133583	-1	14
TMX1	0.461457105709071	-1	8
TMX3	0.394301175884877	-1	19
TNC	0.0531896269598625	1	12
TOR1A	0.000470159841711409	1	86
TOR1AIP2	0.476968731546829	1	20
TOR1B	0.182766514954721	1	14
TOR2A	0.603649782469804	1	9
TOR3A	0.0214964872358786	1	5
TP53	0.0127827218722928	-1	83
TPBG	0.00132288221022512	1	3
TPD52	0.000159866190694631	-1	4
TPST2	0.46396559464386	1	7
TPTE2	0.438694630115247	-1	11
TRAF2	0.133540448320534	-1	61
TRAM1	1.50231992479121e-06	1	22
TRAM1L1	1.10664506300602e-09	1	19
TRAM2	7.98438632589395e-10	1	21
TRAPPC1	0.463192400808425	1	42
TRAPPC2	0.554913955369528	1	22
TRAPPC2B	0.926720299215058	-1	6
TRAPPC2L	0.279073305788323	1	21
TRAPPC3	6.59449104865292e-06	1	29
TRAPPC3L	0.0270647041555033	1	17
TRAPPC4	0.771785284636425	1	41
TRAPPC5	0.775349440652827	1	31
TRAPPC6A	0.00214808096205162	-1	28
TRAPPC6B	0.585895528224132	1	23
TRAPPC9	1.40378396025434e-05	-1	23
TRDN	0.872657379066372	1	14
TREX1	0.0481300167976907	1	39
TRIM13	0.902387296960916	1	38
TRIM59	0.617951096756025	-1	9
TRIQK	0.251341297116365	-1	3
TRPM4	0.0732388676943011	-1	27
TRPM8	0.581877598020629	1	9
TRPV4	0.0129320484404214	-1	48
TSPAN14	2.28922222564371e-06	-1	25
TSPAN15	0.789517278196775	-1	14
TSPAN33	2.33467739155043e-10	1	8
TSPAN5	0.716608506571758	-1	8
TSPO	1.02840848121427e-08	-1	41
TTYH1	9.1280931369368e-06	-1	10
TUSC3	0.274035746892005	1	18
TXNDC11	0.00276491436778019	1	5
TXNDC12	6.2167355248088e-11	1	24
TXNDC16	0.424193079254254	-1	5
TXNDC5	3.21482843785736e-16	1	22
TXNRD3	0.161239490771183	-1	5
TYRO3	0.289409734664043	1	20
UBA1	0.785638049335817	1	18
UBA52	0.911063585696525	-1	56
UBAC2	0.887122840870503	-1	52
UBB	0.0827773006637132	1	65
UBC	0.858432416502677	1	46
UBE2G2	0.0405530902190287	1	65
UBE2J1	5.67152682937537e-12	1	66
UBE2J2	0.050339018228005	1	53
UBIAD1	0.0495685765390713	1	8
UBQLN1	0.0115183607502549	-1	69
UBQLN4	0.0824630284351876	1	36
UBXN1	0.544358592756046	-1	51
UBXN2A	0.202948244845379	1	28
UBXN2B	0.0224663009191989	-1	34
UBXN4	0.930304973886524	1	15
UBXN7	0.93660179721237	1	9
UBXN8	0.00426661495214283	1	16
UCHL1	0.301075511747252	-1	43
UFD1	1.93369794004989e-05	1	33
UFL1	0.525680126119573	1	27
UFM1	0.836397936396755	-1	4
UFSP2	0.0629706854453388	-1	2
UGGT1	0.326911038306023	-1	40
UGGT2	0.0913880491636374	-1	38
UGT1A1	0.0795539314332405	1	13
UGT2B4	0.293671384563336	1	6
UGT3A1	0.0952663075999701	1	7
ULBP1	0.0460192258539366	1	7
ULBP2	0.643581672861841	1	7
ULK1	8.81984283084828e-09	1	48
UNC93B1	0.336950431017406	1	19
UPK1A	0.505587149299177	-1	2
USE1	0.582179201612883	-1	11
USO1	0.00625774535100867	-1	45
USP17L11	0.582441481149808	-1	9
USP19	0.243608970362372	1	36
USP25	5.38795703490471e-07	-1	35
UTP15	0.0418438019714955	-1	2
UVRAG	0.0277823968873169	-1	40
VAC14	0.964950286201535	1	24
VAMP7	0.125979899008721	-1	139
VAPA	0.395951213252338	-1	54
VAPB	0.385930696199302	1	34
VASH1	0.645629469109241	1	5
VCAN	0.00040088303271812	-1	16
VCP	0.530803044663033	-1	128
VCPIP1	0.0030485750924555	-1	16
VGF	0.825589401770901	-1	14
VHL	0.0426893834570401	1	15
VKORC1	0.518231090155021	1	4
VKORC1L1	0.0258006135824089	1	6
VMA21	0.0384588535287814	1	20
VMP1	0.341146497190008	1	17
VPREB3	0.280148535740624	-1	1
VRK2	0.972174604349258	-1	12
VTI1A	3.19508915261655e-05	-1	69
VTI1B	0.13448754746202	1	83
VTN	0.848248416392463	-1	28
VWA1	0.0246667578823793	-1	4
VWF	0.237307171652016	1	14
WASHC5	0.0290215051517498	-1	11
WFS1	1.14656188329069e-06	1	83
WLS	0.00318725513747558	1	40
WNT3	0.493584332696906	-1	16
WNT3A	0.297182278860804	-1	70
WNT4	0.139903271213261	-1	31
WNT5A	0.000551680204316221	-1	80
WNT5B	0.0257766465425531	-1	10
WNT6	0.0464729296329744	-1	10
WNT7B	0.0221853939487443	1	19
XBP1	0.223724720669894	-1	68
XDH	0.856281276101867	1	15
XXYLT1	1.0864093795537e-05	1	16
YIF1A	0.00165207503810158	1	17
YIF1B	0.864858924320491	-1	12
YIPF4	0.215890545451182	1	2
YIPF5	0.975547834238841	1	16
YIPF6	0.511064774108902	1	13
YIPF7	0.396520746506929	1	4
YKT6	0.193904763869818	1	37
YTHDC2	0.00650701381814355	-1	6
ZC3H12A	5.72373591292221e-13	1	63
ZDHHC1	0.0202751432148267	1	12
ZDHHC11	0.000183376641191439	1	12
ZDHHC11B	0.100927525630041	1	12
ZDHHC12	0.000982097656256942	1	12
ZDHHC13	0.10740146777937	1	10
ZDHHC14	1.31751460182876e-05	1	12
ZDHHC15	0.678046931745693	1	15
ZDHHC16	0.732044542833998	1	6
ZDHHC18	0.000962768996454861	1	12
ZDHHC2	0.999069276406233	1	18
ZDHHC20	0.254227549371928	1	17
ZDHHC21	4.03590459907179e-07	1	14
ZDHHC22	6.10081635642529e-05	-1	14
ZDHHC23	0.000322216116651557	1	14
ZDHHC24	0.000516212533070206	1	12
ZDHHC3	0.0196800816596228	1	17
ZDHHC4	0.76697543945373	1	14
ZDHHC6	0.71365371964679	-1	14
ZDHHC7	0.654859363079897	-1	14
ZDHHC9	0.00324912966492494	1	20
ZFAND2B	0.508916541833648	1	34
ZFYVE1	0.194575415614874	1	24
ZFYVE27	0.0123449093133868	-1	30
ZMPSTE24	0.000132549208429119	1	32
ZW10	0.132566298424674	1	19
