EPO7_I_6	EPO7_II_6	EPO8_I_6	EPO8_II_6	EPOB9_I_8	EPOB9_II_6	EPOF21_I_6	EPOF21_II_1	EPOF21_II_3	EPOI2_I_6	EPOI2_II_6
#CLASS:  sampleName	EPO7	EPO7	EPO8	EPO8	EPOB9	EPOB9	EPOF21	EPOF21	EPOF21	EPOI2	EPOI2
#CLASS:  protein	EPO	EPO	EPO	EPO	EPO	EPO	EPO	EPO	EPO	EPO	EPO
#CLASS:  producibility	Producer	Producer	Producer	Producer	Producer	Producer	Producer	Producer	Producer	Producer	Producer
#CLASS:  cellType	HEK293freestyle	HEK293freestyle	HEK293freestyle	HEK293freestyle	HEK293freestyle	HEK293freestyle	HEK293freestyle	HEK293freestyle	HEK293freestyle	HEK293freestyle	HEK293freestyle
ENSG00000241549	23	22	8	5	75	29	18	15	7	26	37
ENSG00000241553	2605	2593	2997	1821	5040	2478	2874	1892	740	2818	2918
ENSG00000241556	3	6	6	2	3	0	0	0	0	2	5
ENSG00000241562	0	0	0	0	0	0	0	0	0	0	0
ENSG00000241563	8	6	2	5	25	8	2	4	4	8	9
ENSG00000241566	0	0	0	0	1	0	0	0	0	0	0
ENSG00000241571	0	0	0	0	0	0	0	0	0	0	0
ENSG00000241573	0	0	0	0	0	0	0	0	0	0	0
ENSG00000241582	4	1	4	0	5	0	2	1	2	2	0
ENSG00000241590	0	0	0	0	0	0	0	0	0	0	0
ENSG00000241592	0	0	0	0	0	0	0	0	0	0	0
ENSG00000241595	0	0	0	0	0	0	0	0	0	0	0
ENSG00000241597	0	0	0	0	0	1	0	0	0	1	1
ENSG00000241598	0	0	0	1	1	0	1	0	0	0	0
ENSG00000241607	7	0	4	1	1	0	4	0	0	2	4
ENSG00000241612	0	2	0	2	0	0	0	0	0	0	0
ENSG00000241621	0	0	0	0	0	0	0	0	0	1	0
ENSG00000241622	0	1	5	0	0	0	0	0	0	0	1
ENSG00000241627	0	2	2	0	5	3	0	2	2	0	2
ENSG00000241634	39	35	20	15	88	75	37	40	7	44	72
ENSG00000241635	14	13	6	4	43	20	15	4	5	24	15
ENSG00000241640	0	0	0	0	1	0	0	0	0	0	0
ENSG00000241641	0	0	0	0	0	0	0	0	0	0	0
ENSG00000241644	5	6	0	3	3	2	3	0	0	9	10
ENSG00000241651	0	0	0	0	0	0	0	0	0	0	0
ENSG00000241654	0	0	0	0	0	0	0	0	0	0	0
ENSG00000241656	0	0	0	0	0	2	0	0	0	0	0
ENSG00000241661	0	0	0	0	0	0	0	0	0	0	0
ENSG00000241668	0	0	0	0	0	0	0	0	0	0	0
ENSG00000241670	14	18	15	15	0	19	20	17	4	28	14
ENSG00000241671	0	0	0	0	0	0	0	0	0	0	0
ENSG00000241673	0	0	0	0	0	0	0	0	0	0	0
ENSG00000241674	18	39	0	0	33	8	3	7	1	9	7
ENSG00000241678	0	0	0	1	4	1	0	1	0	0	1
ENSG00000241680	0	0	0	0	0	0	0	0	0	2	0
ENSG00000241685	6558	7434	5563	3782	13909	7566	6942	4531	1806	5840	6833
ENSG00000241690	3	1	2	0	0	0	0	0	0	4	2
ENSG00000241695	0	0	0	0	0	0	0	0	0	0	0
ENSG00000241697	1712	1320	2090	1212	3259	1491	1439	740	282	1633	1418
ENSG00000241713	0	6	0	0	0	0	0	0	0	0	0
ENSG00000241717	1	0	3	2	4	1	0	0	0	1	0
ENSG00000241721	0	0	0	0	0	0	0	0	0	0	0
ENSG00000241722	0	0	0	1	0	0	0	0	0	0	0
ENSG00000241723	0	0	0	0	0	0	0	0	0	0	0
ENSG00000241735	0	0	1	0	4	1	1	0	1	1	9
ENSG00000241737	0	0	1	0	0	0	0	0	0	0	0
ENSG00000241738	2	0	1	0	6	2	2	3	0	0	2
ENSG00000241739	0	0	0	0	0	0	0	0	0	0	0
ENSG00000241741	0	5	0	0	3	2	3	2	0	2	2
ENSG00000241744	0	0	0	0	0	0	0	0	0	0	0
ENSG00000241746	0	0	0	0	0	0	0	0	0	2	0
ENSG00000241749	2	0	1	0	2	0	0	0	0	0	0
ENSG00000241755	0	0	0	0	0	0	0	0	0	0	0
ENSG00000241765	0	1	0	0	0	0	0	0	0	1	1
ENSG00000241776	0	0	0	0	0	0	0	0	0	0	0
ENSG00000241777	0	0	0	0	0	0	0	0	0	0	0
ENSG00000241779	2	2	3	3	6	1	5	3	1	1	3
ENSG00000241782	0	0	1	0	1	0	0	0	0	5	0
ENSG00000241787	0	0	0	0	0	1	0	0	0	0	0
ENSG00000241788	0	0	0	0	0	0	0	0	0	0	0
ENSG00000241790	0	11	76	5	1	19	0	0	0	1	0
ENSG00000241794	0	0	0	1	0	0	0	0	0	0	0
ENSG00000241804	0	0	0	0	0	0	0	0	0	0	0
ENSG00000241808	0	0	0	0	0	0	1	0	0	0	0
ENSG00000241809	0	0	0	0	0	3	0	0	0	0	0
ENSG00000241810	0	0	0	0	0	0	0	0	0	0	0
ENSG00000241815	0	0	0	0	0	1	0	0	0	0	0
ENSG00000241822	0	0	0	0	0	0	0	0	0	0	0
ENSG00000241825	0	0	0	0	0	0	0	0	0	0	0
ENSG00000241828	0	0	0	0	0	0	0	0	0	0	0
ENSG00000241829	2	0	1	0	0	0	0	0	0	0	0
ENSG00000241837	12753	19759	19663	11972	18829	10623	14672	7994	3223	10041	12470
ENSG00000241838	0	0	0	0	0	0	3	0	0	1	0
ENSG00000241839	226	191	231	154	346	160	160	126	44	196	201
ENSG00000241846	0	0	0	0	0	0	0	0	0	0	0
ENSG00000241852	161	157	282	154	479	267	242	174	68	263	333
ENSG00000241853	0	0	0	0	0	0	0	0	0	0	0
ENSG00000241859	0	0	0	0	0	0	0	0	0	0	0
ENSG00000241861	0	0	0	0	0	0	0	0	0	0	0
ENSG00000241863	139	141	5	10	231	109	112	88	35	135	111
ENSG00000241870	0	0	0	0	0	0	0	0	0	0	0
ENSG00000241874	0	0	0	0	0	0	0	0	0	0	0
ENSG00000241877	0	2	0	0	0	0	0	0	0	0	0
ENSG00000241878	1020	990	1260	889	2323	1056	960	665	259	809	817
ENSG00000241879	0	0	0	0	0	0	0	0	0	0	0
ENSG00000241880	6	8	4	1	6	4	3	2	1	2	2
ENSG00000241888	0	0	0	0	0	0	0	0	0	0	0
ENSG00000241889	20	22	20	9	48	31	22	10	3	25	35
ENSG00000241890	0	0	0	0	0	0	0	0	0	0	0
ENSG00000241891	0	0	0	0	0	0	0	0	0	0	0
ENSG00000241899	0	0	0	0	0	0	0	0	0	0	0
ENSG00000241905	0	0	0	0	0	0	0	0	0	0	0
ENSG00000241907	0	0	0	0	0	0	0	0	0	0	0
ENSG00000241910	1	0	0	0	0	0	1	1	1	1	0
ENSG00000241911	0	0	0	0	0	0	0	0	0	0	0
ENSG00000241913	0	0	0	0	1	0	1	3	0	1	0
ENSG00000241917	0	0	0	0	0	0	0	0	0	0	0
ENSG00000241923	8	4	3	0	10	7	3	1	1	7	3
ENSG00000241926	0	0	0	0	0	0	0	0	0	0	0
ENSG00000241929	0	0	0	0	0	0	0	0	0	0	0
ENSG00000241932	0	0	0	0	0	0	0	0	0	0	0
ENSG00000241935	121	123	405	244	334	181	178	124	54	215	230
ENSG00000241941	0	0	0	0	0	0	0	0	0	0	0
ENSG00000241942	0	0	0	0	0	0	0	0	0	0	0
ENSG00000241945	1718	1502	2270	1524	2873	1349	1325	803	272	1537	1520
ENSG00000241946	0	0	0	0	0	0	0	0	0	0	0
ENSG00000241947	2	0	0	0	0	0	0	0	0	0	0
ENSG00000241950	0	0	0	0	0	0	0	0	0	0	0
ENSG00000241961	0	0	0	0	0	0	0	0	0	0	0
ENSG00000241962	45	46	73	35	81	31	33	26	14	43	62
ENSG00000241965	0	0	0	0	0	0	0	0	0	0	0
ENSG00000241973	6240	5497	6959	4582	10059	5096	4726	3497	1427	4006	3764
ENSG00000241975	5	3	5	3	30	16	19	6	5	21	28
ENSG00000241978	1883	1458	2324	1668	2513	1332	1192	711	303	1156	1223
ENSG00000241981	0	0	0	0	0	0	0	0	0	0	0
ENSG00000241984	0	0	0	0	0	0	0	0	0	0	0
ENSG00000241991	0	0	0	0	0	0	0	0	0	0	0
ENSG00000241993	0	0	0	0	0	0	0	0	0	0	0
ENSG00000242001	0	0	0	0	0	0	0	0	0	0	0
ENSG00000242017	0	0	0	0	0	0	0	0	0	0	0
ENSG00000242019	0	0	0	0	0	0	0	0	0	0	0
ENSG00000242022	0	1	0	0	0	0	0	0	0	0	1
ENSG00000242028	65	115	86	60	269	116	75	60	20	145	176
ENSG00000242034	1	2	0	0	0	0	0	0	0	1	0
ENSG00000242036	0	0	0	0	0	0	0	0	0	0	0
ENSG00000242038	0	3	0	2	12	4	3	2	4	4	8
ENSG00000242039	6	8	4	1	6	4	3	2	1	2	2
ENSG00000242041	0	0	0	0	0	0	0	0	0	0	2
ENSG00000242052	0	0	0	0	0	2	0	0	1	0	0
ENSG00000242058	0	0	1	0	1	0	0	0	0	0	1
ENSG00000242060	2	0	0	3	3	0	0	0	1	2	2
ENSG00000242061	0	0	2	0	1	0	0	0	0	0	2
ENSG00000242062	0	0	0	0	0	0	0	0	0	0	0
ENSG00000242067	0	0	0	0	2	0	2	0	1	0	0
ENSG00000242068	0	0	1	0	0	0	0	0	0	0	0
ENSG00000242070	0	0	0	0	0	0	0	0	0	0	0
ENSG00000242071	4	3	2	2	14	3	3	2	2	6	6
ENSG00000242073	2	0	2	3	4	3	3	2	2	2	3
ENSG00000242076	0	0	0	0	0	0	0	0	0	0	0
ENSG00000242080	0	0	0	0	0	0	0	0	0	0	0
ENSG00000242083	2	0	2	0	2	0	0	1	2	5	0
ENSG00000242085	6	6	4	6	9	7	4	6	2	7	5
ENSG00000242087	0	0	1	0	0	0	0	0	0	0	0
ENSG00000242088	0	0	0	0	0	0	0	0	0	2	0
ENSG00000242092	0	0	0	0	0	0	0	0	1	0	0
ENSG00000242097	3	1	8	1	7	5	3	1	0	10	3
ENSG00000242100	0	0	0	0	0	0	0	0	0	0	3
ENSG00000242103	0	0	0	0	0	0	0	0	0	0	1
ENSG00000242104	7	5	7	7	17	10	6	10	0	7	9
ENSG00000242109	0	0	1	1	0	0	0	0	0	0	0
ENSG00000242110	604	564	1100	700	1165	626	751	404	177	707	803
ENSG00000242111	0	0	0	0	0	0	0	0	0	0	0
ENSG00000242114	1321	1518	1566	1000	2408	1085	1087	691	258	857	887
ENSG00000242119	0	0	0	0	0	0	0	0	0	0	0
ENSG00000242120	0	0	0	0	0	0	0	0	0	0	0
ENSG00000242123	0	0	0	0	0	0	0	0	0	0	0
ENSG00000242134	0	0	0	0	0	0	0	0	0	0	0
ENSG00000242135	0	0	0	0	0	0	0	0	0	0	0
ENSG00000242137	0	0	0	0	0	0	0	0	0	0	0
ENSG00000242140	0	0	0	0	0	0	0	0	0	0	0
ENSG00000242142	0	3	3	0	3	1	1	0	0	0	0
ENSG00000242150	0	2	2	2	5	9	3	7	0	0	4
ENSG00000242151	0	0	0	0	0	0	0	0	0	0	0
ENSG00000242152	0	0	0	0	0	0	0	0	0	0	0
ENSG00000242153	0	1	0	0	1	1	0	0	0	0	2
ENSG00000242156	0	0	0	0	0	0	0	0	0	0	0
ENSG00000242159	0	0	1	0	0	0	0	0	0	0	0
ENSG00000242162	0	0	0	0	0	0	0	0	0	0	0
ENSG00000242163	0	0	0	0	0	0	0	0	0	0	0
ENSG00000242169	0	0	2	0	0	0	0	0	0	0	0
ENSG00000242173	621	624	1451	868	1837	869	624	535	199	769	824
ENSG00000242176	0	0	0	0	0	0	0	0	0	0	0
ENSG00000242178	0	0	0	0	0	0	0	0	0	0	0
ENSG00000242180	0	0	0	0	0	0	0	0	0	0	0
ENSG00000242186	0	0	2	1	3	0	0	1	0	0	0
ENSG00000242193	13	16	33	25	63	30	14	17	7	8	8
ENSG00000242195	0	0	0	0	0	0	0	0	0	0	0
ENSG00000242197	0	0	0	0	0	0	0	0	0	0	0
ENSG00000242198	0	0	0	0	0	2	0	0	0	0	0
ENSG00000242199	0	0	0	0	0	0	0	0	0	0	0
ENSG00000242206	0	0	0	0	0	0	0	0	0	0	0
ENSG00000242208	0	0	0	1	0	0	1	0	0	1	1
ENSG00000242209	0	0	0	0	0	0	0	0	0	0	0
ENSG00000242214	0	0	0	0	0	0	0	0	0	0	0
ENSG00000242220	38	26	34	40	53	33	19	21	7	37	23
ENSG00000242221	3	0	5	14	24	3	16	15	9	3	13
ENSG00000242222	0	0	0	0	0	0	0	0	0	0	0
ENSG00000242227	0	2	31	12	6	1	0	31	23	5	1
ENSG00000242229	0	0	0	0	0	0	0	0	0	0	1
ENSG00000242244	0	0	0	0	0	0	0	0	0	0	0
ENSG00000242246	0	0	0	0	0	0	0	0	0	0	0
ENSG00000242247	1914	1772	2385	1585	3111	1684	1574	917	353	1534	1429
ENSG00000242248	0	0	0	0	0	0	0	0	0	0	0
ENSG00000242252	10	12	10	2	29	21	4	2	2	23	8
ENSG00000242255	0	0	0	0	1	0	0	0	0	0	0
ENSG00000242259	2012	2030	3141	2142	3782	2052	1613	1103	413	1709	1805
ENSG00000242261	0	0	0	0	0	2	0	0	0	0	0
ENSG00000242262	0	0	2	0	3	2	2	2	0	0	4
ENSG00000242265	60	56	51	44	144	70	108	60	18	69	83
ENSG00000242267	0	2	2	2	3	1	1	2	0	2	4
ENSG00000242272	0	0	0	0	0	0	0	0	0	0	0
ENSG00000242276	0	0	0	0	0	0	0	0	0	0	0
ENSG00000242278	0	0	0	0	0	0	0	0	0	0	0
ENSG00000242279	1	2	2	0	1	4	2	0	0	2	0
ENSG00000242280	0	0	0	0	0	0	0	0	0	0	0
ENSG00000242285	0	0	0	0	0	0	0	0	0	0	0
ENSG00000242291	0	0	0	0	0	0	0	0	0	0	0
ENSG00000242292	0	0	0	0	0	0	0	0	0	0	0
ENSG00000242293	0	0	0	0	0	0	0	0	0	0	0
ENSG00000242294	223	247	124	90	803	414	238	205	88	366	540
ENSG00000242295	0	0	0	0	0	0	0	0	0	0	0
ENSG00000242296	0	0	0	0	0	0	0	0	0	0	0
ENSG00000242299	8	10	6	13	9	10	2	4	2	7	15
ENSG00000242307	0	0	0	0	0	0	0	0	0	0	0
ENSG00000242308	0	0	0	0	0	0	0	0	0	0	0
ENSG00000242314	0	0	0	0	0	0	0	0	1	0	0
ENSG00000242318	0	0	0	2	2	0	0	0	0	0	0
ENSG00000242320	0	0	0	0	0	0	0	0	0	0	0
ENSG00000242321	0	0	0	0	0	0	0	0	0	0	0
ENSG00000242324	0	0	0	0	0	0	0	0	0	0	0
ENSG00000242325	0	0	0	0	0	0	0	0	0	0	0
ENSG00000242326	0	0	0	0	0	0	0	0	0	0	0
ENSG00000242327	0	0	0	0	0	0	0	0	0	0	0
ENSG00000242329	0	0	0	0	0	0	0	0	0	0	0
ENSG00000242335	1	0	0	1	1	1	0	0	0	0	1
ENSG00000242337	4	4	10	6	14	5	3	5	5	11	8
ENSG00000242338	87	91	102	43	346	185	102	89	24	257	251
ENSG00000242352	7	8	0	3	18	11	6	0	0	7	5
ENSG00000242353	0	0	0	0	2	0	0	2	0	0	0
ENSG00000242358	0	0	0	0	0	0	0	0	0	1	0
ENSG00000242361	3	9	1	7	25	15	5	3	3	9	14
ENSG00000242362	0	0	1	0	0	0	0	0	0	0	0
ENSG00000242364	0	0	0	0	0	0	0	1	0	0	0
ENSG00000242365	0	0	0	0	0	0	0	0	0	0	0
ENSG00000242366	0	0	0	0	0	0	0	0	0	0	0
ENSG00000242371	0	0	0	0	0	0	0	0	0	0	0
ENSG00000242372	3556	3424	4683	2927	6559	3044	3339	2153	847	3210	3128
ENSG00000242386	22	24	76	40	70	35	33	12	10	27	23
ENSG00000242387	0	0	0	0	0	0	0	0	0	0	0
ENSG00000242389	0	0	0	0	0	0	0	0	0	0	0
ENSG00000242390	2	5	1	0	3	0	2	0	0	1	0
ENSG00000242393	0	0	0	0	0	0	0	0	0	0	0
ENSG00000242399	0	0	0	0	0	0	0	0	0	0	0
ENSG00000242405	0	0	0	1	0	0	0	0	0	0	0
ENSG00000242411	0	0	0	0	0	1	2	0	0	0	0
ENSG00000242412	7	12	7	1	13	5	0	2	1	6	5
ENSG00000242417	0	0	0	0	0	0	0	0	0	0	0
ENSG00000242419	70	55	73	29	129	91	46	29	13	48	15
ENSG00000242423	0	0	0	0	0	0	0	0	0	0	0
ENSG00000242431	0	0	0	0	0	0	0	0	0	0	0
ENSG00000242435	0	3	0	1	1	3	2	4	1	0	1
ENSG00000242439	0	0	0	1	0	0	0	0	0	0	2
ENSG00000242441	0	0	2	0	0	0	0	1	0	3	6
ENSG00000242444	0	0	0	0	0	0	0	0	0	0	0
ENSG00000242445	0	3	4	2	6	2	3	0	0	0	0
ENSG00000242456	0	0	0	0	0	0	0	0	0	0	0
ENSG00000242457	0	0	0	0	0	0	0	0	0	0	0
ENSG00000242461	0	0	0	0	0	0	0	0	0	0	0
ENSG00000242472	0	0	0	0	0	0	0	0	0	0	0
ENSG00000242473	0	0	0	0	0	0	0	0	0	0	0
ENSG00000242477	4	4	0	4	3	2	0	0	0	2	5
ENSG00000242479	0	1	4	2	21	8	6	0	1	3	10
ENSG00000242485	4709	5074	4935	3442	8018	4187	3308	2211	916	4037	4300
ENSG00000242488	0	4	0	0	0	0	2	0	0	2	2
ENSG00000242498	1491	1084	2738	1780	3646	1888	1375	887	379	1803	1863
ENSG00000242507	0	0	1	0	0	0	1	0	1	0	0
ENSG00000242510	0	0	0	0	0	0	0	0	0	0	0
ENSG00000242511	0	0	0	1	0	0	0	0	0	2	0
ENSG00000242515	0	0	0	0	3	0	0	0	0	0	0
ENSG00000242520	0	0	0	0	0	0	0	0	0	0	0
ENSG00000242524	0	0	0	0	0	0	0	0	0	0	0
ENSG00000242525	0	0	0	0	0	0	0	0	0	0	0
ENSG00000242527	0	0	0	0	0	0	0	0	0	0	0
ENSG00000242529	0	0	0	0	0	0	0	0	0	0	0
ENSG00000242531	0	0	0	0	0	0	0	0	0	0	0
ENSG00000242534	0	0	0	0	0	0	0	0	0	0	0
ENSG00000242537	0	0	0	0	0	0	0	0	0	0	0
ENSG00000242550	3	0	3	3	7	4	5	2	0	1	2
ENSG00000242551	0	0	2	1	6	4	0	0	0	0	0
ENSG00000242552	0	0	0	0	0	0	0	0	0	0	0
ENSG00000242561	0	0	0	0	0	0	0	0	0	0	0
ENSG00000242562	1	1	1	0	0	1	3	0	3	1	1
ENSG00000242571	0	0	0	0	0	0	2	0	0	2	0
ENSG00000242573	0	0	0	0	0	0	0	0	0	0	0
ENSG00000242574	43	24	106	47	119	35	51	31	10	37	51
ENSG00000242575	4	1	1	1	7	11	0	0	1	24	24
ENSG00000242580	0	0	0	0	0	0	0	0	0	0	0
ENSG00000242583	0	0	0	0	0	0	0	0	0	0	0
ENSG00000242586	0	0	0	0	0	1	0	1	1	0	0
ENSG00000242595	0	0	0	0	0	0	0	0	0	0	0
ENSG00000242598	2	0	0	0	0	0	0	0	0	0	0
ENSG00000242599	0	0	0	0	0	0	0	0	0	0	0
ENSG00000242600	39	25	23	7	183	76	32	23	11	62	54
ENSG00000242602	0	0	0	0	0	0	0	0	0	0	0
ENSG00000242607	0	0	0	2	2	5	0	0	0	0	0
ENSG00000242608	0	0	0	0	0	0	0	0	0	0	0
ENSG00000242609	0	0	0	0	0	0	2	0	0	0	0
ENSG00000242610	0	0	0	0	0	0	0	0	0	3	0
ENSG00000242612	171	192	295	182	435	248	147	142	44	233	239
ENSG00000242613	0	0	0	0	0	0	0	0	0	0	0
ENSG00000242615	87	87	87	53	127	65	64	47	21	69	96
ENSG00000242616	5203	7342	5464	3398	8366	5196	5426	2665	1116	3409	4230
ENSG00000242634	0	0	0	0	0	0	0	0	0	0	0
ENSG00000242635	0	0	0	0	0	0	0	0	0	0	0
ENSG00000242636	0	0	0	1	0	0	0	0	0	0	0
ENSG00000242640	0	0	1	0	0	0	0	0	0	0	0
ENSG00000242654	0	0	0	0	0	0	0	0	0	0	0
ENSG00000242660	0	0	0	0	0	0	0	0	0	0	0
ENSG00000242661	0	0	0	2	2	0	0	0	0	0	0
ENSG00000242667	0	0	0	0	0	0	2	0	0	0	0
ENSG00000242670	0	0	0	0	0	0	0	0	0	0	0
ENSG00000242675	0	0	0	0	1	0	0	0	0	0	1
ENSG00000242683	2	0	3	2	2	0	0	0	0	0	0
ENSG00000242685	6	10	4	4	32	18	8	5	4	13	11
ENSG00000242689	26	31	11	19	62	30	34	26	9	57	48
ENSG00000242692	2	0	2	0	2	0	0	0	0	0	2
ENSG00000242697	0	0	0	0	2	0	0	0	0	0	0
ENSG00000242703	0	0	0	0	0	0	0	0	0	0	0
ENSG00000242705	0	0	0	0	0	0	0	0	0	0	0
ENSG00000242706	0	0	1	0	0	0	0	0	0	0	0
ENSG00000242709	0	0	0	0	0	0	0	0	0	0	0
ENSG00000242711	7	3	2	0	12	4	7	0	1	6	3
ENSG00000242715	264	322	342	201	360	241	225	155	50	239	272
ENSG00000242726	4	2	3	2	10	1	2	3	1	1	4
ENSG00000242727	0	0	0	0	0	0	0	0	0	0	0
ENSG00000242728	0	0	0	0	0	0	0	0	0	0	0
ENSG00000242729	0	0	0	0	0	0	1	0	0	0	0
ENSG00000242731	0	0	0	0	0	0	0	0	0	0	0
ENSG00000242732	200	124	308	173	638	324	289	202	97	319	308
ENSG00000242735	2	0	0	0	0	0	0	0	0	6	5
ENSG00000242736	0	0	0	0	0	0	0	0	0	0	0
ENSG00000242737	0	2	0	0	2	1	0	0	0	1	2
ENSG00000242747	0	0	0	0	2	0	0	0	0	0	0
ENSG00000242748	1	3	0	0	3	6	2	0	0	0	3
ENSG00000242752	0	0	0	0	0	0	1	0	0	0	0
ENSG00000242756	1	0	0	0	0	2	0	0	0	0	2
ENSG00000242757	0	0	0	0	0	0	0	0	0	0	0
ENSG00000242766	0	0	1	0	2	0	0	0	0	0	0
ENSG00000242768	0	0	0	0	0	0	0	0	0	0	0
ENSG00000242771	0	0	0	0	0	0	0	0	0	0	0
ENSG00000242779	8	21	27	16	50	15	16	9	1	28	29
ENSG00000242793	0	0	0	0	0	0	0	0	0	0	0
ENSG00000242802	606	602	585	352	1715	727	624	575	230	1044	1034
ENSG00000242807	0	1	0	0	0	0	0	0	0	0	0
ENSG00000242810	0	0	0	0	0	0	0	0	0	0	0
ENSG00000242814	0	0	0	0	0	0	0	0	0	0	0
ENSG00000242829	3	0	0	0	2	5	1	1	0	4	2
ENSG00000242834	0	0	0	0	0	0	0	0	0	0	0
ENSG00000242836	0	0	0	0	0	0	0	0	0	0	0
ENSG00000242837	0	0	0	0	0	0	0	0	0	0	0
ENSG00000242841	0	0	0	0	0	0	0	0	0	0	0
ENSG00000242849	0	0	0	0	0	0	0	0	1	0	0
ENSG00000242850	0	0	0	0	0	0	0	0	0	0	0
ENSG00000242852	142	195	157	94	446	244	214	48	28	197	106
ENSG00000242854	0	0	0	0	0	0	0	0	0	0	0
ENSG00000242856	0	0	0	0	0	0	0	0	0	0	0
ENSG00000242858	0	0	0	0	0	2	0	0	0	0	0
ENSG00000242866	17	17	18	18	35	20	7	14	5	28	23
ENSG00000242875	0	0	0	0	1	0	0	0	0	0	0
ENSG00000242879	0	0	0	0	1	0	0	0	0	0	0
ENSG00000242882	0	0	0	0	0	0	2	0	0	0	0
ENSG00000242887	0	0	0	0	0	0	0	0	0	0	0
ENSG00000242888	0	0	0	0	0	0	1	0	0	0	0
ENSG00000242899	0	0	0	0	0	0	0	0	0	0	0
ENSG00000242911	0	0	0	0	0	0	0	0	0	0	0
ENSG00000242915	0	0	0	0	0	0	0	0	0	0	0
ENSG00000242922	0	0	0	0	0	1	0	0	0	0	0
ENSG00000242931	0	0	0	0	0	0	0	0	0	0	1
ENSG00000242936	0	0	0	0	0	0	0	0	0	0	0
ENSG00000242941	0	0	3	3	7	1	0	0	2	2	4
ENSG00000242943	0	0	0	0	0	0	0	0	0	0	0
ENSG00000242945	0	0	0	0	0	0	0	0	0	0	0
ENSG00000242948	19	18	31	23	32	28	13	21	4	19	22
ENSG00000242950	72	82	97	47	222	155	86	70	25	129	156
ENSG00000242951	2	0	2	2	0	0	2	0	0	0	0
ENSG00000242952	0	0	0	0	0	0	2	0	0	0	0
ENSG00000242953	0	0	0	0	0	0	0	0	0	0	0
ENSG00000242958	0	0	0	0	0	0	0	0	0	0	0
ENSG00000242960	4	5	2	4	6	7	2	5	0	6	0
ENSG00000242963	0	0	0	0	0	0	0	0	0	0	0
ENSG00000242968	1	0	0	2	0	0	0	0	0	0	0
ENSG00000242970	0	0	0	0	0	0	0	0	0	0	0
ENSG00000242978	0	0	0	0	0	0	0	0	0	0	0
ENSG00000242979	0	0	0	0	0	0	0	0	0	0	0
ENSG00000242983	0	0	0	0	1	0	0	0	0	0	0
ENSG00000242986	0	0	0	0	0	0	0	0	0	0	0
ENSG00000242990	0	1	0	0	0	0	0	0	0	0	0
ENSG00000242991	0	0	0	0	0	0	0	0	0	0	0
ENSG00000242992	0	0	0	0	0	0	0	0	0	0	0
ENSG00000242993	0	1	0	0	0	0	0	1	0	0	0
ENSG00000242995	0	0	0	0	0	0	0	0	0	0	0
ENSG00000243003	0	0	0	0	1	0	1	0	0	0	0
ENSG00000243007	0	0	0	2	0	0	0	0	0	0	0
ENSG00000243009	2	2	3	3	6	1	5	3	1	1	3
ENSG00000243014	0	0	0	0	2	0	0	0	0	0	0
ENSG00000243016	0	0	0	0	1	0	0	0	0	0	0
ENSG00000243020	0	0	0	0	0	0	0	0	0	0	0
ENSG00000243022	0	0	0	0	0	0	0	0	0	0	0
ENSG00000243023	0	0	0	0	0	0	0	0	0	0	0
ENSG00000243024	33	38	37	20	51	22	36	20	7	29	25
ENSG00000243025	0	0	0	0	0	0	0	0	0	0	0
ENSG00000243033	0	0	0	0	0	0	0	0	0	0	1
ENSG00000243038	3	3	0	0	10	3	2	1	0	1	6
ENSG00000243040	0	0	1	0	5	0	3	0	0	0	0
ENSG00000243044	0	0	0	0	0	0	0	0	0	0	0
ENSG00000243048	0	0	0	0	0	0	0	0	0	0	0
ENSG00000243050	0	0	0	0	0	0	0	0	0	0	0
ENSG00000243053	0	0	1	0	0	0	0	0	0	0	0
ENSG00000243056	8	12	3	11	9	3	5	17	5	21	32
ENSG00000243058	0	0	0	0	0	0	0	0	0	0	0
ENSG00000243063	0	0	0	0	0	0	0	0	0	0	0
ENSG00000243064	0	5	10	3	11	1	4	0	0	8	3
ENSG00000243067	7	11	11	6	7	5	4	5	2	6	4
ENSG00000243071	0	0	0	0	2	0	2	0	0	0	0
ENSG00000243072	0	0	0	0	0	0	0	0	0	0	0
ENSG00000243073	0	0	0	0	0	0	0	0	0	0	0
ENSG00000243085	0	0	0	0	0	0	0	0	0	0	0
ENSG00000243094	1	2	1	0	4	1	0	0	0	1	4
ENSG00000243095	0	0	0	0	0	0	1	0	0	0	0
ENSG00000243099	0	0	0	0	0	0	0	0	0	0	0
ENSG00000243101	0	0	2	0	2	0	0	2	0	0	0
ENSG00000243104	0	0	0	0	0	0	0	0	0	0	0
ENSG00000243116	1	0	0	0	1	0	0	0	0	0	0
ENSG00000243122	0	0	0	0	0	0	0	0	0	0	0
ENSG00000243129	0	0	0	0	0	0	0	0	0	0	0
ENSG00000243130	0	0	3	0	0	0	0	0	0	0	1
ENSG00000243135	0	0	0	0	2	0	0	0	0	0	0
ENSG00000243137	4	17	35	30	88	29	38	34	11	10	20
ENSG00000243141	0	0	0	1	0	1	1	1	1	0	0
ENSG00000243147	1684	2403	2144	1341	4361	2507	1973	1135	524	1704	2127
ENSG00000243154	0	0	0	0	0	0	0	0	0	0	0
ENSG00000243156	3363	2662	4575	2745	7862	3960	3145	2490	1015	3166	3476
ENSG00000243160	2	0	0	0	0	0	0	0	0	0	0
